frame,time_seconds,x,y
268,8.929807439301518,414,409
269,8.963127616313837,411,408
270,8.996447793326157,408,407
271,9.029767970338476,406,407
272,9.063088147350795,404,406
273,9.096408324363114,401,405
274,9.129728501375434,399,405
275,9.163048678387753,396,404
276,9.196368855400072,395,404
277,9.229689032412391,393,403
278,9.26300920942471,390,402
279,9.296329386437028,388,401
280,9.329649563449347,387,400
281,9.362969740461667,385,399
282,9.396289917473986,382,398
283,9.429610094486305,380,397
284,9.462930271498625,378,396
285,9.496250448510944,376,395
286,9.529570625523263,375,394
287,9.562890802535582,373,393
288,9.596210979547902,371,392
289,9.62953115656022,368,390
290,9.662851333572538,366,388
291,9.696171510584858,363,386
292,9.729491687597177,361,385
293,9.762811864609496,358,383
294,9.796132041621815,356,381
295,9.829452218634135,353,380
296,9.862772395646454,349,380
297,9.896092572658773,346,380
298,9.929412749671092,343,381
299,9.962732926683412,340,382
300,9.996053103695731,337,384
301,10.029373280708048,334,385
302,10.062693457720368,331,387
303,10.096013634732687,328,389
304,10.129333811745006,325,391
305,10.162653988757326,324,392
306,10.195974165769645,322,394
307,10.229294342781964,321,395
308,10.262614519794283,319,396
309,10.295934696806603,317,398
310,10.329254873818922,315,400
311,10.362575050831241,313,402
312,10.395895227843559,311,404
313,10.429215404855878,310,405
314,10.462535581868197,308,407
315,10.495855758880516,306,409
316,10.529175935892836,303,412
317,10.562496112905155,301,414
318,10.595816289917474,299,416
319,10.629136466929793,296,419
320,10.662456643942113,294,421
321,10.695776820954432,292,424
322,10.729096997966751,290,427
323,10.762417174979069,288,430
324,10.795737351991388,285,433
325,10.829057529003707,283,435
326,10.862377706016026,281,437
327,10.895697883028346,278,440
328,10.929018060040665,276,442
329,10.962338237052984,274,445
330,10.995658414065304,272,447
331,11.028978591077623,270,449
332,11.062298768089942,268,451
333,11.095618945102261,265,453
334,11.128939122114579,263,456
335,11.162259299126898,261,458
336,11.195579476139217,258,461
337,11.228899653151537,257,463
338,11.262219830163856,256,464
339,11.295540007176175,255,465
340,11.328860184188494,253,467
341,11.362180361200814,252,469
342,11.395500538213133,250,471
343,11.428820715225452,248,473
344,11.462140892237771,246,475
345,11.495461069250089,244,477
346,11.528781246262408,242,479
347,11.562101423274727,240,481
348,11.595421600287047,237,484
349,11.628741777299366,236,485
350,11.662061954311685,234,487
351,11.695382131324005,233,488
352,11.728702308336324,231,490
353,11.762022485348643,230,492
354,11.795342662360962,229,493
355,11.828662839373282,227,495
356,11.861983016385599,225,497
357,11.895303193397918,224,499
358,11.928623370410238,223,500
359,11.961943547422557,222,501
360,11.995263724434876,220,503
361,12.028583901447195,218,505
362,12.061904078459515,216,506
363,12.095224255471834,213,509
364,12.128544432484153,210,511
365,12.161864609496472,207,514
366,12.195184786508792,203,516
367,12.22850496352111,200,518
368,12.261825140533428,197,520
369,12.295145317545748,194,522
370,12.328465494558067,191,524
371,12.361785671570386,189,526
372,12.395105848582705,187,528
373,12.428426025595025,182,530
374,12.461746202607344,178,532
375,12.495066379619663,174,534
376,12.528386556631983,171,535
377,12.561706733644302,168,536
378,12.59502691065662,165,538
379,12.628347087668939,162,540
380,12.661667264681258,159,541
381,12.694987441693577,157,542
382,12.728307618705896,154,544
383,12.761627795718216,152,546
384,12.794947972730535,150,547
385,12.828268149742854,148,549
386,12.861588326755173,145,551
387,12.894908503767493,142,554
388,12.928228680779812,140,556
389,12.96154885779213,137,559
390,12.994869034804449,135,561
391,13.028189211816768,133,564
392,13.061509388829087,131,566
393,13.094829565841406,129,569
394,13.128149742853726,128,571
395,13.161469919866045,126,573
396,13.194790096878364,124,575
397,13.228110273890684,123,578
398,13.261430450903003,122,579
399,13.294750627915322,120,582
400,13.32807080492764,119,583
401,13.361390981939959,117,586
402,13.394711158952278,115,589
403,13.428031335964597,112,592
404,13.461351512976917,111,594
405,13.494671689989236,110,596
406,13.527991867001555,108,598
407,13.561312044013874,106,600
408,13.594632221026194,104,602
409,13.627952398038513,103,604
410,13.661272575050832,101,606
411,13.69459275206315,100,607
412,13.727912929075469,99,609
413,13.761233106087788,97,612
414,13.794553283100107,94,615
415,13.827873460112427,92,617
416,13.861193637124746,90,620
417,13.894513814137065,88,623
418,13.927833991149384,85,627
419,13.961154168161704,82,630
420,13.994474345174023,79,634
421,14.027794522186342,77,637
422,14.06111469919866,74,641
423,14.094434876210979,73,643
424,14.127755053223298,71,646
425,14.161075230235618,69,648
426,14.194395407247937,66,650
427,14.227715584260256,65,651
428,14.261035761272575,63,653
429,14.294355938284895,61,655
430,14.327676115297214,58,658
431,14.360996292309533,56,660
432,14.39431646932185,53,663
433,14.42763664633417,51,665
434,14.46095682334649,49,667
435,14.494277000358808,47,669
436,14.527597177371128,45,672
437,14.560917354383447,43,673
438,14.594237531395766,40,676
